Data;Descrição;Valor Pago;Meio Pagto;Cancelado
18/01/2024;1 X BUCHA REDUCAO LATAO CROMADA 1X3/4 METAIS REIS;R$ 26,44;Cartão de Débito;Não
18/01/2024;1 X TOMADA REDONDA P/ CONDULETE 10A TRANSMOBIL ;R$ 20,00;Dinheiro;Não
18/01/2024;1 X CADEADO 25MM STAM;R$ 19,31;Cartão de Débito;Não
18/01/2024;1 X AREIA MEDIA ENSACADA 20KG ;R$ 5,49;Dinheiro;Não
18/01/2024;1 X DESEMPENADEIRA MADEIRITE 16;R$ 0,00;;Não
18/01/2024;1 X LAMPADA LED BOLINHA ABAJUR E27 02W 127V 2700K SDK;R$ 15,65;Cartão de Débito;Não
18/01/2024;"1 X FIBRA LIMPEZA LEVE BRANCA C/10 UN (SALES)
1 X CANALETA COM FITA COLANTE 2 CANAL 20X2M STECK";R$ 44,19;Cartão de Crédito;Não
18/01/2024;1 X TORNEIRA PIA MESA BICA MOVEL 1/2 C50 EMA METAIS;R$ 80,44;Cartão de Crédito;Não
18/01/2024;1 X DUREPOXI 50G LOCTITE;R$ 9,09;Cartão de Débito;Não
18/01/2024;"1 X SACO ENTULHO UNIDADE
1 X CONDUITE AMARELO 25MM 3/4 METRO ADTEX";R$ 5,93;Cartão de Débito;Não
18/01/2024;2 X SILICONE COLA VIDRO&ALUMINIO INCOLOR 250G POLYSTIC;R$ 76,48;Cartão de Crédito;Não
18/01/2024;"5 X BASTÃO COLA QUENTE 11,2MM UNIDADE
1 X ABRACADEIRA NYLON PRETA 2,5MMX150MM (PCT)";R$ 50,00;Dinheiro;Não
18/01/2024;1 X PU40 PRETO 400G CIBRAFLEX;R$ 25,93;Cartão de Crédito;Sim
18/01/2024;"1 X CADEADO 25MM COM SEGREDO STAM
1 X FILTRO LINHA 5 TOMADAS PVC C/FUSIVEL BIV ELITE";R$ 55,63;Cartão de Débito;Não
18/01/2024;"1 X LUVA AZUL 25X3/4 PLASTILIT
2 X LUVA 25 AMANCO
1 X REGISTRO ESFERA SOLDAVEL 25 HIGIBAN
1 X FITA ISOLANTE 19MMX10M ADELBRAS
1 X VEDA ROSCA 18MMX25M TIGRE
1 X ARAME GALVANIZADO N.18 1,24MM ROLO COM 5M
1 X TORNEIRA PAREDE RETA PVC 1/2&3/4 18CM HERC
1 X PINO MACHO 10A 2P PRETO VOLTIM
1 X TOMADA REDONDA CONDULETE 10A VERMELHA 23076 TRANSMOBIL";R$ 85,04;Cartão de Débito;Não
18/01/2024;"1 X DUREPOXI 100G LOCTITE
1 X DUREPOXI 100G LOCTITE";R$ 30,18;Dinheiro;Não
18/01/2024;1 X SACO ENTULHO PACOTE C/10;R$ 20,00;Dinheiro;Não
18/01/2024;3 X LUVA ESGOTO 50 PLASTILIT;R$ 12,78;Cartão de Débito;Não
18/01/2024;2 X ESCADA RESIDENCIAL 4 DEGRAUS ALUMINIO ALUMASA ;R$ 409,37;Transferencia;Não
18/01/2024;"2 X TALHADEIRA 3/4 X 12 ACO LORD
2 X MARRETA 1,5KG C/CABO TENACE
2 X MARTELO CARPINTEIRO 29MM POLIDO EDA";R$ 203,60;Transferencia;Não
18/01/2024;1 X CIMENTO BRANCO 1KG INDEFLEX;R$ 10,00;Dinheiro;Não
18/01/2024;"2 X CAIXA LUZ AMARELA EMBUTIR 4X2 TRAMONT.
10 X CONDUITE AMARELO 25MM 3/4 METRO ADTEX
1 X PLUG ROSCAVEL 1/2 PLASTILIT";R$ 100,00;Dinheiro;Não
18/01/2024;1 X BROCA WIDEA SDS PLUS DEWALT 5MMX110MM;R$ 18,58;Cartão de Débito;Não
18/01/2024;"2 X BLOCO ESPUMA AMARELO 5X13X20 
2 X ARGAMASSA ACIII CINZA 20KG VOTORANTIM";R$ 112,40;Cartão de Crédito;Não
18/01/2024;"2 X SIFAO SANFONADO PVC UNIVERSAL ASTRA
1 X ENGATE FLEXIVEL 40CM CROMADO INOX
1 X COTOVELO ESGOTO 50X90º PLASTILIT
1 X TEE ESGOTO 40 PLASTILIT
1 X LUVA ESGOTO 50 PLASTILIT
2 X ANEL VEDACAO ESGOTO DN50 TIGRE ";R$ 67,71;Cartão de Crédito;Não
18/01/2024;"1 X LUVA ESGOTO 75 PLASTILIT
1 X COTOVELO ESGOTO 75X90º PLASTILIT
1 X ANEL VEDACAO  ESGOTO DN40 
1 X NEUTROL 900ML
1 X BARRA CANO ESGOTO 75 - 3"" PLASTILIT - METRO
1 X CIMENTO CPII 5KG ";R$ 101,67;Cartão de Crédito;Não
18/01/2024;"2 X ARRUELA 1/4 UNI.
2 X ARRUELA 5/16 UNIDADE
1 X PARAF SEXT 1/4X3 (2) UN
1 X LONA PRETA GROSSA 4X100M 30KG METRO LONAX ";R$ 15,49;Cartão de Débito;Não
18/01/2024;1 X ROLO ESPUMA 09CM REF 1341 TIGRE;R$ 20,00;Dinheiro;Não
18/01/2024;1 X CIMENTO CPII 5KG ;R$ 50,00;Dinheiro;Não
18/01/2024;"1 X PRESSURIZADOR BLUKIT P/CX DAGUA 0602
1 X VEDAPREN PAREDE BRANCO 3,6L OTTO B.
1 X FITA CREPE 24MMX50M TEKBOND";R$ 304,74;Cartão de Crédito;Não
18/01/2024;"2 X ABRACADEIRA ROSCA SEM FIM 1""X 1.1/2"" 9MM";R$ 6,34;Transferencia;Não
18/01/2024;"1 X VALVULA AMERICANA INOX 3.1/2"" GHELPLUS
1 X SIFAO SANFONADO PVC UNIVERSAL ASTRA
1 X VEDA ROSCA 18MMX25M TIGRE
1 X SERRA ACO BIMETAL 24 DENTES UN. STARRETT";R$ 80,00;Dinheiro;Não
18/01/2024;"2 X ABRACADEIRA U 1/2""
2 X ABRACADEIRA COM CUNHA 1/2 AIEDEM
4 X PARAFUSO AUTO BROCANTE CHATA 42X25 UN
4 X PARAFUSO CHATO 4,0X25 UNIDADE
2 X BUCHA 06 SEM ANEL UNIDADE
2 X CONDUITE PRETO 20MM 1/2 ESPIRALADO METRO";R$ 20,32;Cartão de Crédito;Não
18/01/2024;"1 X CONDUITE AMARELO 25MM 3/4 METRO ADTEX
1 X LUVA CONDUITE CORRUGADO 25MM 3/4 FORTLEV
1 X CABO FLEXIVEL DE COBRE 2,50MM AZUL METRO
1 X CABO FLEXIVEL DE COBRE 2,50MM BRANCO METRO 
1 X CABO FLEXIVEL DE COBRE 2,50MM VERDE METRO ";R$ 16,50;Cartão de Crédito;Não
18/01/2024;1 X TORNEIRA FILTRO BICA MOVEL PLUS BRANCO HERC;R$ 96,03;Cartão de Débito;Não
18/01/2024;"1 X CORTADOR DE FORMICA EDUS 14249
1 X ABRACADEIRA NYLON PRETA 3,6MMX200MM (PCT) FERTAK";R$ 47,99;Cartão de Crédito;Não
18/01/2024;"3 X DISCO FLAP 4.1/2 X 120  ZIRCONIA STARRET
1 X ESTOPA PAULICEIA 200G
1 X JOGO CHAVE TORX T9 A T40 8PC EDA 60C
3 X PALHA ACO N°0 VEGA";R$ 0,00;;Não
18/01/2024;"6 X BARRA CANO ESGOTO 100 - 4"" PLASTILIT - METRO";R$ 135,60;Cartão de Débito;Não
18/01/2024;1 X PU40 CINZA 280G TEKBOND;R$ 30,84;Cartão de Crédito;Não
18/01/2024;"1 X MARTELE ALUGADO
1 X FITA CREPE 24MMX50M TEKBOND
2 X LONA PRETA MEDIA METRO";R$ 0,00;;Não
18/01/2024;"1 X LIXA MADEIRA 150 TATU (AMARELA)
1 X LIXA MADEIRA 100 TATU (AMARELA)
2 X LIXA MASSA 150 TATU (VERMELHA)
1 X MASSA CORRIDA PVA 900ML EUCALAR
1 X LONA PRETA MEDIA METRO";R$ 27,07;Cartão de Débito;Não
18/01/2024;"1 X VEDA ROSCA 3/4X10 FIRLON
1 X EXTENSAO 1/2 CURTA CROMADA 11850E ZAMAC";R$ 50,00;Dinheiro;Não
18/01/2024;"1 X ESMALTE SINTETICO CINZA MEDIO 225ML
1 X PINCEL 1'' 519 TIGRE";R$ 26,50;Cartão de Débito;Não
18/01/2024;"1 X LIXA MASSA 60 TATU (VERMELHA)
1 X LIXA MASSA 150 TATU (VERMELHA)";R$ 20,00;Dinheiro;Não
18/01/2024;;;;Não
18/01/2024;;;;Não
18/01/2024;1 X MASSA CORRIDA PVA 900ML EUCALAR;R$ 14,72;Cartão de Débito;Não
18/01/2024;3 X TIJOLO COMUM (PACOTE COM 10) ;R$ 26,85;Cartão de Débito;Não
18/01/2024;1 X GRELHA ACO INOX 15CM REDONDA ROTATORIA OVERTIME;R$ 23,61;Cartão de Débito;Não
18/01/2024;1 X FITA ADESIVA MULTIUSO 90CM VEDATUDO METRO;R$ 50,00;Dinheiro;Não
17/01/2024;;;;Não
17/01/2024;"1 X FITA ISOLANTE 18MMX10M IMPERIAL 3M
1 X ADAPTADOR BOB ESPONJA";R$ 50,00;Dinheiro;Não
17/01/2024;"1 X SPUD LIGACAO BS6 50MM 2"" ASTRA ";R$ 20,00;Dinheiro;Não
17/01/2024;"1 X SUPORTE TV FIXO UNIVERSAL PRIMETECK
1 X TOMADA DUPLA 20A 2P+T EVIDENCE 
1 X TOMADA DUPLA 2P+T 10A EVIDENCE FAME";R$ 76,11;Cartão de Crédito;Não
17/01/2024;"1 X TOMADA DUPLA 20A 2P+T EVIDENCE 
1 X TOMADA DUPLA 2P+T 10A EVIDENCE FAME";R$ 51,67;Cartão de Crédito;Sim
17/01/2024;;;;Não
17/01/2024;4 X MATA RATO JIMO GRANULADO 25G;R$ 12,00;Dinheiro;Não
17/01/2024;"1 X LUVA ESGOTO 50 PLASTILIT
1 X CONECTOR PORCELANA 16MM TRIP. FERTAK
1 X SUPER BONDER 3G
1 X NIPEL LATAO CROMADO 1/2 METAIS REI";R$ 39,38;Cartão de Débito;Não
17/01/2024;1 X DOBRADICA ZINCADA 850X2.1/2 SILVANA UN.;R$ 0,00;;Não
17/01/2024;"1 X VEDA ROSCA 18MMX10M POLYFITA 
1 X NIPEL ROSCAVEL 3/4 AMANCO
1 X TEE ROSCAVEL RRR AMANCO 34X34
1 X TEE ROSCAVEL RRR AMANCO 34X34";R$ 20,70;Cartão de Débito;Não
17/01/2024;"60 X AREIA MEDIA ENSACADA 20KG 
5 X CIMENTO CPII 50KG CSN ";R$ 524,30;Misto;Não
17/01/2024;1 X ENGATE FLEXIVEL 60CM CROMADO FERTAK;R$ 34,00;Transferencia;Não
17/01/2024;1 X CAMPAINHA DIM DOM DIGITAL SEM FIO FX-CAD 3;R$ 94,75;Cartão de Crédito;Não
17/01/2024;"8 X PARAFUSO REDONDO FENDA 1/8X1 UN
8 X ARRUELA 1/8
8 X PORCA 1/8";R$ 10,00;Dinheiro;Não
17/01/2024;"1 X BROCA CHATA MADEIRA 5/8 STARFER
1 X FORMÃO 1/2 CHANFRADO PACETTA";R$ 49,17;Cartão de Débito;Não
17/01/2024;1 X CHUVEIRO FRIO 225MM BRANCO S/R VALEPLAST;R$ 0,00;;Não
17/01/2024;1 X VARAO CORTINA 1,5M IMBUIA GROSSO POLLUX;R$ 0,00;;Não
17/01/2024;20 X ABRACADEIRA U PARA LAMP. FLUOR 15/30W ;R$ 50,00;Dinheiro;Não
17/01/2024;"1 X MIGUELAO 10X12 (8) UN
1 X COAXIAL 8 (8) UN";R$ 11,90;Cartão de Débito;Sim
17/01/2024;"1 X PULVERIZADOR BOMBA FLITS EXPORT GUARANY
1 X PINCEL 2"" 50,8MM TIGRE";R$ 50,00;Dinheiro;Não
17/01/2024;"1 X LAMINA ESTILETE 18MM CAIXA STARRETT 
1 X LIXA MADEIRA 100 TATU (AMARELA)";R$ 38,92;Cartão de Crédito;Não
17/01/2024;1 X ROLO ESPUMA POLIESTER 09CM ROMA;R$ 7,99;Cartão de Crédito;Não
17/01/2024;2 X FUSIVEL MICROONDAS 20A;R$ 7,00;Dinheiro;Não
17/01/2024;1 X PU40 PRETO 400G CIBRAFLEX;R$ 25,93;Cartão de Débito;Não
17/01/2024;"1 X MANGUEIRA GAS NORMATIZADA 1,25M ACQUAFLEX
1 X ABRACADEIRA ROSCA SEM FIM 5/8"" 3/4"" 9MM";R$ 50,00;Dinheiro;Não
17/01/2024;"1 X TF7 CONVERTEDOR DE FERRUGEM 1LT
1 X PINCEL 2"" 50,8MM TIGRE";R$ 52,36;Cartão de Crédito;Não
17/01/2024;1 X FITA EMBALAGEM TRANSP. 48MMX45M ALLTAPE;R$ 9,45;Cartão de Débito;Não
17/01/2024;"2 X MATA BARATA GEL 10G BISNAGA KROMAX 
1 X SIFAO SANFONADO PVC UNIVERSAL PLASTILIT";R$ 29,81;Transferencia;Não
17/01/2024;"1 X BICO TORNEIRA UNIAO 3/4X1/2 METALICO GARDEN 
1 X REJUNTE CINZA PLATINA 1KG VOTOMASSA ";R$ 14,23;Cartão de Débito;Não
17/01/2024;1 X TORNEIRA PLASTICA JARDIM 1/2 PRETA CURTA LUCONI;R$ 7,00;Dinheiro;Não
17/01/2024;2 X ADAPTADOR BOB ESPONJA;R$ 17,20;Cartão de Débito;Não
17/01/2024;4 X MATA RATO JIMO GRANULADO 25G;R$ 12,08;Transferencia;Não
17/01/2024;"1 X FITA ADESIVA MULTIUSO 30CM VEDATUDO ROLO
1 X ESTILETE 18MM EMBORRACHADO FERTAK";R$ 100,00;Dinheiro;Não
17/01/2024;"1 X MANGUEIRA GAS DE RUA DOURADA 1,50M 
1 X ESTOPA PAULICEIA 200G
1 X BUCHA REDUCAO ESGOTO LONGA 50x40 KRONA
1 X ADAPTADOR GAS LATAO ROSCA INTERNA FEMEA F36 DAKO ";R$ 203,64;Cartão de Crédito;Não
17/01/2024;"1 X ENGATE FLEXIVEL 60CM BRANCO PLASBOHN
1 X LIXA AGUA 280 TATU ";R$ 16,61;Transferencia;Não
17/01/2024;"2 X ANEL VEDACAO 10MMX1,5MM
2 X ANEL VEDACAO 10MMX2,5MM";R$ 2,40;Dinheiro;Não
17/01/2024;"9 X CABO FLEXIVEL DE COBRE 1,50MM AMARELO METRO SIL
1 X ARGAMASSA PISO/PISO E PORCEL 20KG BRANCA VOTORANTIM
2 X MASCARA PFF2 COM VALVULA DELTA
1 X SENSOR PRESENCA EMBUT/SOBREPOR FOTOCELULA
2 X BUCHA SFOR GESSO FLY N02 UN
2 X PARAFUSO DRYWALL TROMB/AGULHA PHS 3,5X35 UN.
1 X LAPIS CARPINTEIRO IRWIN 1/2";R$ 0,00;;Não
17/01/2024;1 X JOGO PONTEIRA 07PC FENDA/PHIL+ADAP EDA;R$ 13,73;Cartão de Débito;Não
17/01/2024;"1 X TINTA SPRAY (ALUMINIO)
1 X FECHO FIO REDONDO 500X4 ZINCADO SILVANA";R$ 43,40;Transferencia;Não
17/01/2024;"2,35 X PISO ESMALTADO HD 7773A 58X58CM 1M² (CAIXA COM 2,35M²)
1 X ARGAMASSA ACI INTERNA 20KG VOTORANTIM
1 X REJUNTE CINZA PLATINA 1KG QUARTZOLIT";R$ 106,48;Cartão de Débito;Não
17/01/2024;1 X EXTENSAO ELETRICA 3,00M 2P+T PRETA TECHINA;R$ 22,76;Cartão de Débito;Não
17/01/2024;"1 X LAPIS CARPINTEIRO IRWIN 1/2
1 X PLUG ROSCAVEL 3/4 PLASTILIT
1 X PLUG ROSCAVEL 1/2 PLASTILIT";R$ 7,14;Cartão de Débito;Não
17/01/2024;14 X PARAFUSO CHIPBOARD CHATA PHS 5.0X45 NEW F UN.;R$ 10,00;Dinheiro;Não
17/01/2024;4 X CIMENTO CPII 25KG ;R$ 96,96;Transferencia;Não
17/01/2024;1 X BROXA RETANGULAR MADEIRA MAX           ;R$ 8,36;Transferencia;Não
17/01/2024;"1 X PREGO C/C 18X30 (10) UN
1 X MASSA CORRIDA ACRILICA 3,6L LUKSCOLOR";R$ 46,45;Cartão de Crédito;Não
17/01/2024;1 X ARGAMASSA ACIII CINZA 20KG VOTORANTIM;R$ 49,74;Cartão de Débito;Não
17/01/2024;1 X SACO ENTULHO PACOTE C/10;R$ 19,50;Cartão de Crédito;Não
17/01/2024;"2 X ROLO 09CM ANTIRRESPINGO ECONOMICO TIGRE
2 X PINCEL 1.1/2 38.1MM TIGRE";R$ 47,52;Transferencia;Não
17/01/2024;"5 X AREIA MEDIA ENSACADA 20KG 
4 X PEDRISCO ENSACADO 20KG
1 X CIMENTO CPII 50KG CSN ";R$ 91,19;Cartão de Débito;Não
17/01/2024;"10 X PARAFUSO CHATO 4,5X40 UNIDADE
10 X BUCHA 06 COM ANEL UNIDADE";R$ 7,90;Cartão de Débito;Não
17/01/2024;"3 X CONECTOR SPLIT BOLT 10MM PIMMEL
3 X CONECTOR SPLIT BOLT 25MM ";R$ 78,57;Cartão de Débito;Não
17/01/2024;10 X LIXA MASSA 180 TATU (VERMELHA);R$ 11,70;Cartão de Débito;Não
17/01/2024;1 X LAMPADA LED GLOBO 50W E27 6500K B&D;R$ 35,00;Dinheiro;Não
17/01/2024;1 X VENTOSA SIMPLES 30KG CORTAG;R$ 86,76;Cartão de Débito;Não
17/01/2024;1 X DISJUNTOR BIPOLAR C100 JNG;R$ 98,62;Cartão de Crédito;Não
17/01/2024;"1 X BARRA CANO 25 - 3/4"" PLASTILIT - METRO";R$ 6,35;Dinheiro;Não
17/01/2024;1 X AREJADOR PARA TORNEIRA OVERTIME;R$ 5,00;Dinheiro;Não
17/01/2024;1 X PU40 CINZA 280G TEKBOND;R$ 30,84;Cartão de Crédito;Não
17/01/2024;2 X PARAF CHIPBOARD 35X16 (8) UN;R$ 11,90;Cartão de Crédito;Não
17/01/2024;"1 X SACO ENTULHO PACOTE C/10
1 X PA LIXO PLASTICA CABO LONGO";R$ 27,84;Cartão de Débito;Não
17/01/2024;"1 X APLICADOR MASSA GESSO TRANSPARENTE
1 X REJUNTE BRANCO 1KG QUARTZOLIT";R$ 0,00;;Não
17/01/2024;1 X COLA SUPER BONDER 20GR ULTRA;R$ 13,33;Cartão de Crédito;Não
17/01/2024;1 X SACO ALVEJADO 44X64CM - 43X63CM;R$ 6,06;Cartão de Débito;Não
17/01/2024;1 X CONJUNTO BRIM CALÇA E CAMISA MANGA CURTA UNIFORME;R$ 0,00;;Sim
17/01/2024;"1 X BOTINA NOBUCK 41 BIQ.PVC CAFE MARLUVAS 
1 X BOTA SEGURANCA 42 CRIVAL";R$ 0,00;;Sim
17/01/2024;1 X VENT.DE MESA 50CM PT FLOW TURBO WAP 127V;R$ 0,00;;Sim
16/01/2024;1 X ESTILETE + DUAS LAMINAS NO CABO EDA;R$ 20,00;Dinheiro;Não
16/01/2024;"1 X GATILHO DUCHA HIGIENICA ABS BR/CR C/ SUPORTE
1 X ENGATE DUCHA 180CM BOGNAR
1 X REGISTRO DUCHA HIGIENICA ABS CROMODA 1/4V CENSI
1 X VEDANTE 3/4 PVC UN.
1 X TEE ROSCAVEL 1/2 AMANCO
2 X NIPEL ROSCAVEL 1/2 PLASTILIT";R$ 122,62;Cartão de Crédito;Não
16/01/2024;"1 X LUMINARIA LED SOBREPOR 24W QUADRADO 6500K 27,9CM BLUME
1 X CHAVE PHILIPS 3/16X6 BRASFORT";R$ 54,20;Transferencia;Não
16/01/2024;3 X ADAPTADOR BOB ESPONJA;R$ 25,80;Cartão de Crédito;Não
16/01/2024;1 X NIPEL LATAO AMARELO 1/2X1/2 METAIS REIS;R$ 100,00;Dinheiro;Não
16/01/2024;1 X SIFAO SANFONADO PVC UNIVERSAL PLASTILIT;R$ 50,00;Dinheiro;Não
16/01/2024;;;;Não
16/01/2024;"1 X AGUARRAS 900ML - NATRIELLI
2 X REJUNTE CORDA 1KG QUARTIZOLIT";R$ 0,00;;Não
16/01/2024;1 X RATOEIRA GRANDE METALICA CHAPA;R$ 10,00;Dinheiro;Não
16/01/2024;1 X LUVA REDUCAO ESGOTO 75X50 PLASTILIT;R$ 9,97;Cartão de Débito;Não
16/01/2024;1 X PU40 PRETO 400G CIBRAFLEX;R$ 25,93;Cartão de Débito;Não
16/01/2024;1 X LIXA MADEIRA 100 TATU (AMARELA);R$ 1,05;Cartão de Débito;Não
16/01/2024;"3 X ADAPTADOR TRIPLO TIPO T BENJAMIN 2P+T 2L 20A
2 X BUCHA 10 SEM ANEL UNIDADE
1 X PARAFUSO SEXTAVADO ROSCA SOBERBA 1/4 X 75 UN.
1 X SUPORTE P/ VARAO CORTINA BRANCO GROSSO CADIZ";R$ 43,28;Cartão de Débito;Não
16/01/2024;3 X CORDA POLIESTER 6MM METRO;R$ 20,00;Dinheiro;Não
16/01/2024;1 X VASELINA SOLIDA PASTA MORIA 90G;R$ 8,31;Cartão de Débito;Não
16/01/2024;1 X ADAPTADOR BOB ESPONJA;R$ 8,60;Cartão de Débito;Não
16/01/2024;1 X SACO ENTULHO UNIDADE;R$ 2,15;Cartão de Débito;Não
16/01/2024;2 X PARAF R.M 1/4X2.1/2 (2) UN;R$ 20,00;Dinheiro;Não
16/01/2024;"1 X SANLIMP 1LT
1 X SABAO PARA PISO 5L DVISAO (SALES)";R$ 35,10;Cartão de Débito;Não
16/01/2024;1 X FITA SILVER TAPE CINZA 44MM X 25M DRYKO ;R$ 50,00;Dinheiro;Não
16/01/2024;1 X MATA RATO JIMO GRANULADO 25G;R$ 10,00;Dinheiro;Não
16/01/2024;1 X TINTA SPRAY (BRANCO FOSCO) TEKBOND;R$ 100,00;Dinheiro;Não
16/01/2024;1 X BLOCO ESPUMA AMARELO 5X13X20 ;R$ 6,46;Cartão de Crédito;Não
16/01/2024;"2 X ASSENTO SANITARIO BRANCO ROMA ALUMASA
2 X ASSENTO SANITARIO OVAL BRILHANTE ASTRA
1 X ASSENTO SANITARIO OVAL BR TALENTO ASTRA
1 X GRELHA ACO INOX 15CM REDONDA ROTATORIA OVERTIME
1 X PORTA PAPEL HIGIENICO ROLAO 600M 6X1 TRILHA ECOLOGIC
1 X REFLETOR LED 50W 6500K LED BEE";R$ 296,69;Cartão de Crédito;Não
16/01/2024;2 X ARALDITE HOBBY 16GR 10 MINUTOS;R$ 57,82;Cartão de Crédito;Não
16/01/2024;;R$ 2.434,00;Condominio;Não
16/01/2024;;R$ 969,70;Condominio;Não
16/01/2024;;R$ 11.100,97;Condominio;Não
16/01/2024;;R$ 838,16;Condominio;Não
16/01/2024;;R$ 9.613,79;Condominio;Não
16/01/2024;;R$ 716,34;Condominio;Não
16/01/2024;"1 X ESGUICHO 1/2 PARA MANGUEIRA
1 X DISCO SERRA CIRCULAR WIDEA 7.1/4"" 24 DENTES
1 X DISCO SERRA CIRCULAR WIDEA 9.1/4"" 36 DENTES BRASFORT
2 X DISCO DIAMANTADO SEGMENTADO 7X180MM HAMMER";R$ 257,29;Cartão de Crédito;Não
16/01/2024;;R$ 1.381,18;Condominio;Não
16/01/2024;;R$ 390,29;Condominio;Não
16/01/2024;;R$ 9.501,18;Condominio;Não
16/01/2024;;R$ 850,09;Condominio;Não
16/01/2024;;R$ 19,53;Condominio;Não
16/01/2024;;R$ 1.674,71;Condominio;Não
16/01/2024;;R$ 1.379,21;Condominio;Não
16/01/2024;"1 X PLACA CEGA 4X4 REDONDA RADIAL
3 X INTERRUPTOR SIMPLES DUAS TECLAS EVIDENCE
1 X CAIXA OCTAGONAL 4X4 AMARELA TIGREFLEX";R$ 89,83;Cartão de Crédito;Não
16/01/2024;3 X CAIXA LUZ AMARELA EMBUTIR 4X2 TRAMONT.;R$ 13,68;Cartão de Débito;Não
16/01/2024;13 X PARAFUSO REDONDO FENDA 1/4X1/2 UN.;R$ 6,50;Cartão de Débito;Não
16/01/2024;3 X PARAF CAMA FEND 1/4X90 (20) UN;R$ 40,00;Dinheiro;Não
16/01/2024;1 X TORNEIRA JARDIM 3/4 CROMADA LONGA 1130 EMA METAIS;R$ 39,22;Cartão de Crédito;Não
16/01/2024;1 X CABO BATERIA BABY 2.30MT AUTO;R$ 33,33;Cartão de Crédito;Não
16/01/2024;1 X LIMA REDONDA BASTARDA 06;R$ 19,26;Cartão de Débito;Não
16/01/2024;"1 X CORRENTE PARA CADEADO N-1 SAO RAFAEL
1 X BATEDOR PORTA BRANCO 1X1.18";R$ 12,05;Cartão de Débito;Não
16/01/2024;"1 X DESEMPENADEIRA MADEIRITE 14
1 X COTOVELO ESGOTO 50X90º PLASTILIT
3 X BARRA CANO ESGOTO 50 - 2"" AMANCO - METRO";R$ 75,12;Cartão de Débito;Não
16/01/2024;"4 X BUCHA 10 SEM ANEL UNIDADE
12 X BUCHA 06 SEM ANEL UNIDADE
12 X PARAFUSO CHATO 3,5X40 UNIDADE
2 X PARAFUSO CHIPBOARD CHATA PHS 5.0X45 NEW F UN.
2 X BUCHA 08 SEM ANEL UNIDADE";R$ 22,00;Dinheiro;Não
16/01/2024;"1 X BATERDOR ARGAMASSA TINTA LONGO 60CM CORTAG 
1 X XADREZ LIQUIDO (OCRE)
1 X XADREZ LIQUIDO (VERDE)";R$ 83,90;Cartão de Débito;Não
16/01/2024;1 X TALHADEIRA SDSPLUS 20X250MM HAMMER;R$ 21,85;Cartão de Débito;Não
16/01/2024;"11 X PISO PORCELANATO CEMENTO GRIGIO 60X60 (CX C/ 2,20M²)
1 X SENSOR PRESENCA EMBUT/SOBREPOR FOTOCELULA
1 X AGUARRAS 900ML - ITAQUA
1 X ROLO ESPUMA 15CM REF. 1341 TIGRE
1 X ROLO LA CARNEIRO 15CM COM CABO COMPEL
4 X PLACA 4X4 2 MODULOS COM SUPORTE EVIDENCE 
4 X MODULO TOMADA 10A 2P+T EVIDENCE 
4 X MODULO TOMADA 20A 2P+T EVIDENCE
7 X ARGAMASSA PISO/PISO E PORCEL 20KG BRANCA VOTORANTIM";R$ 0,00;;Não
16/01/2024;1 X MASSA CORRIDA PVA 900ML EUCALAR;R$ 24,40;Dinheiro;Não
16/01/2024;"5 X TIJOLO BAIANO 11,5X14X24 
3 X AREIA MEDIA ENSACADA 20KG 
1 X CIMENTO CPII 25KG 
1 X TIJOLO COMUM (PACOTE COM 10) 
1 X ESTILETE 18MM EMBORRACHADO FERTAK";R$ 68,06;Cartão de Débito;Não
16/01/2024;1 X SIFAO SANFONADO PVC 4EM1 HERC;R$ 8,92;Cartão de Crédito;Não
16/01/2024;"1 X BARRA APOIO 30CM HIDROLAR
1 X BARRA APOIO 40CM HIDROLAR";R$ 178,98;Cartão de Crédito;Não
16/01/2024;1 X AREIA MEDIA ENSACADA 20KG ;R$ 20,00;Dinheiro;Não
16/01/2024;"2 X GESSO LENTO 5KG INDEFLEX
2 X CANETA MARCACAO PERMAMENTE VERMELHO";R$ 39,22;Cartão de Débito;Não
16/01/2024;"1 X PREGO DE ACO 15X15 (10) UN
1 X PREGO C/C 10X10 (50) UN";R$ 11,90;Dinheiro;Não
16/01/2024;;;;Não
16/01/2024;1 X SUPER COLA INSTANTANEA SUPER COLA TEKBOND 2G;R$ 4,93;Cartão de Débito;Não
16/01/2024;"1,5 X LONA PRETA FINA METRO 
4 X SACO ENTULHO UNIDADE";R$ 20,00;Dinheiro;Não
16/01/2024;1 X PINO MACHO 10A PRETO 2P+T V51 VOLTIN;R$ 7,33;Cartão de Débito;Não
16/01/2024;;R$ 95,00;Condominio;Não
16/01/2024;;R$ 20,05;Condominio;Não
16/01/2024;"8 X TIJOLO BAIANINHO 9X19X19 
3 X TIJOLO COMUM (PACOTE COM 10) 
1 X CIMENTO CPII 5KG ";R$ 49,92;Cartão de Débito;Não
16/01/2024;;R$ 205,83;Condominio;Não
16/01/2024;1 X SUPER BONDER 3G;R$ 10,00;Dinheiro;Não
16/01/2024;1 X JOGO PONTEIRA 07PC FENDA/PHILIPS+ADAPTADOR  FERTAK;R$ 22,45;Dinheiro;Não
16/01/2024;"1 X BIANCO VEDACIT SACHE 900G
1 X DESEMPENADEIRA ACO DENTADA 12X35 CASTOR";R$ 86,38;Cartão de Crédito;Não
